date,size,hash,url,datetime
2015-06-05,98755,f5c79bce7ae12ec1295e4cced2d5392c,http://data.gdeltproject.org/gdeltv2/20150605234500.export.CSV.zip,2015-06-05 23:45:00
2015-06-06,56078,4973568bcd9710eb4eac3fa775696348,http://data.gdeltproject.org/gdeltv2/20150606234500.export.CSV.zip,2015-06-06 23:45:00
2015-06-07,80016,dd51895f5fae281255838a9d0a04e414,http://data.gdeltproject.org/gdeltv2/20150607234500.export.CSV.zip,2015-06-07 23:45:00
2015-06-08,91733,092c6fc1782a979fc70fd2b3f5221883,http://data.gdeltproject.org/gdeltv2/20150608234500.export.CSV.zip,2015-06-08 23:45:00
2015-06-09,130759,cc1d245b81463eb63de5caae52bd02d4,http://data.gdeltproject.org/gdeltv2/20150609234500.export.CSV.zip,2015-06-09 23:45:00
2015-06-10,147294,8795953d1e5f6e1b7e1758806441049b,http://data.gdeltproject.org/gdeltv2/20150610234500.export.CSV.zip,2015-06-10 23:45:00
2015-06-11,138724,c69336a39df9604a5151c423c0f61cb2,http://data.gdeltproject.org/gdeltv2/20150611234500.export.CSV.zip,2015-06-11 23:45:00
2015-06-12,105312,aff2e80c2d846f9b3485596c7151856f,http://data.gdeltproject.org/gdeltv2/20150612234500.export.CSV.zip,2015-06-12 23:45:00
2015-06-13,62752,faa7a32db0267f657e29d2b2ff19657f,http://data.gdeltproject.org/gdeltv2/20150613234500.export.CSV.zip,2015-06-13 23:45:00
2015-06-14,78348,c536a128913ce9d89cf6458997ae3e18,http://data.gdeltproject.org/gdeltv2/20150614234500.export.CSV.zip,2015-06-14 23:45:00
2015-06-15,115038,5901d0a28f83da71baa7ea76f451b001,http://data.gdeltproject.org/gdeltv2/20150615234500.export.CSV.zip,2015-06-15 23:45:00
2015-06-16,115530,5170aea9c4b9e27d33e77a877812f9fe,http://data.gdeltproject.org/gdeltv2/20150616234500.export.CSV.zip,2015-06-16 23:45:00
2015-06-17,122386,959ad94e2e9d4fa8047654942f34a087,http://data.gdeltproject.org/gdeltv2/20150617234500.export.CSV.zip,2015-06-17 23:45:00
